29;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
29;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
29;DA;CPH;VIE;2016-12-09T17:40:00;2016-12-09T19:25:00
29;AU;VIE;TLV;2016-12-22T10:25:00;2016-12-22T14:55:00
29;IS;TLV;OTP;2017-01-01T12:35:00;2017-01-01T15:10:00
29;RO;OTP;FRA;2017-02-10T14:10:00;2017-02-10T15:50:00
29;GM;FRA;FUE;2017-02-23T12:55:00;2017-02-23T16:30:00
30;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
30;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
30;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
30;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
30;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
30;DA;CPH;VIE;2016-12-09T20:00:00;2016-12-09T21:45:00
30;AU;VIE;TLV;2016-12-22T10:25:00;2016-12-22T14:55:00
30;IS;TLV;OTP;2017-01-01T12:35:00;2017-01-01T15:10:00
30;RO;OTP;FRA;2017-02-10T14:10:00;2017-02-10T15:50:00
30;GM;FRA;FUE;2017-02-23T12:55:00;2017-02-23T16:30:00
31;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
31;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
31;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
31;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
31;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
31;DA;CPH;DOH;2016-11-25T17:20:00;2016-11-26T01:20:00
31;QA;DOH;IST;2016-11-29T02:50:00;2016-11-29T06:30:00
31;TU;IST;FCO;2016-12-22T06:20:00;2016-12-22T06:55:00
31;IT;FCO;VIE;2016-12-26T13:50:00;2016-12-26T15:35:00
31;AU;VIE;TFS;2017-01-07T03:00:00;2017-01-07T07:20:00
32;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
32;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
32;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
32;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
32;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
32;DA;CPH;DOH;2016-11-25T17:20:00;2016-11-26T01:20:00
32;QA;DOH;ZRH;2016-12-14T01:45:00;2016-12-14T06:10:00
32;SZ;ZRH;CDG;2016-12-15T10:30:00;2016-12-15T11:50:00
32;FR;CDG;VCE;2016-12-28T21:05:00;2016-12-28T22:40:00
32;IT;VCE;BCN;2017-02-07T13:00:00;2017-02-07T14:55:00
33;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
33;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
33;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
33;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
33;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
33;DA;CPH;DOH;2016-11-25T17:20:00;2016-11-26T01:20:00
33;QA;DOH;MCT;2016-12-08T21:40:00;2016-12-09T00:20:00
33;MU;MCT;MUC;2016-12-10T13:45:00;2016-12-10T17:40:00
33;GM;MUC;GVA;2017-01-11T16:45:00;2017-01-11T18:05:00
33;SZ;GVA;BCN;2017-01-24T18:20:00;2017-01-24T19:50:00
34;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
34;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
34;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
34;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
34;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
34;DA;CPH;DOH;2016-11-25T17:20:00;2016-11-26T01:20:00
34;QA;DOH;MCT;2016-12-08T21:40:00;2016-12-09T00:20:00
34;MU;MCT;MUC;2016-12-10T13:45:00;2016-12-10T17:40:00
34;GM;MUC;PRG;2017-02-10T11:45:00;2017-02-10T12:35:00
34;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
35;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
35;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
35;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
35;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
